OBJECTID,kod_negeri,kod_daerah,kod_mukim,MUKIM,DAERAH,NEGERI
692,4,401,40128,Mukim Tanjong Minyak,Melaka Tengah,Melaka
693,4,401,40129,Mukim Telok Mas,Melaka Tengah,Melaka
694,4,401,40140,Bandar Bukit Baru,Melaka Tengah,Melaka
695,4,401,40141,Bandar Melaka,Melaka Tengah,Melaka
696,4,401,40170,Pekan Ayer Molek,Melaka Tengah,Melaka
697,4,401,40171,Pekan Batu Berendam,Melaka Tengah,Melaka
698,4,401,40172,Pekan Bukit Rambai,Melaka Tengah,Melaka
699,4,401,40173,Pekan Kandang,Melaka Tengah,Melaka
7,1,101,10107,Peserai,Batu Pahat,Johor
70,1,106,10616,Sungai Raya,Muar,Johor
700,4,401,40174,Pekan Klebang,Melaka Tengah,Melaka
701,4,401,40175,Pekan Paya Rumput,Melaka Tengah,Melaka
702,4,401,40176,Pekan Sungei Udang,Melaka Tengah,Melaka
703,4,401,40177,Pekan Tangga Batu,Melaka Tengah,Melaka
704,4,401,40178,Pekan Tanjong Kling,Melaka Tengah,Melaka
705,4,402,40201,Mukim Ayer Panas,Jasin,Melaka
706,4,402,40202,Mukim Batang Malaka,Jasin,Melaka
707,4,402,40203,Mukim Bukit Senggeh,Jasin,Melaka
708,4,402,40204,Mukim Chabau,Jasin,Melaka
709,4,402,40205,Mukim Chin Chin,Jasin,Melaka
71,1,106,10617,Sungai Terap,Muar,Johor
710,4,402,40206,Mukim Chohong,Jasin,Melaka
711,4,402,40207,Mukim Jasin,Jasin,Melaka
712,4,402,40208,Mukim Jus,Jasin,Melaka
713,4,402,40209,Mukim Kesang,Jasin,Melaka
714,4,402,40210,Mukim Merlimau,Jasin,Melaka
715,4,402,40211,Mukim Nyalas,Jasin,Melaka
716,4,402,40212,Mukim Rim,Jasin,Melaka
717,4,402,40213,Mukim Sebatu,Jasin,Melaka
718,4,402,40214,Mukim Selandar,Jasin,Melaka
719,4,402,40215,Mukim Sempang,Jasin,Melaka
72,1,106,10640,Bandar Bandar Maharani,Muar,Johor
720,4,402,40216,Mukim Semujok,Jasin,Melaka
721,4,402,40217,Mukim Serkam,Jasin,Melaka
722,4,402,40218,Mukim Sungei Rambai,Jasin,Melaka
723,4,402,40219,Mukim Tedong,Jasin,Melaka
724,4,402,40220,Mukim Umbai,Jasin,Melaka
725,4,402,40240,Bandar Jasin,Jasin,Melaka
726,4,402,40241,Bandar Merlimau,Jasin,Melaka
727,4,402,40270,Pekan Asahan,Jasin,Melaka
728,4,402,40271,Pekan Batang Melaka,Jasin,Melaka
729,4,402,40272,Pekan Bemban,Jasin,Melaka
73,1,106,10642,Bandar Bukit Kepong,Muar,Johor
730,4,402,40273,Pekan Chinchin,Jasin,Melaka
731,4,402,40274,Pekan Kesang Pajak,Jasin,Melaka
732,4,402,40275,Pekan Nyalas,Jasin,Melaka
733,4,402,40276,Pekan Selandar,Jasin,Melaka
734,4,402,40277,Pekan Sempang Bekoh,Jasin,Melaka
735,4,402,40278,Pekan Sungei Rambai,Jasin,Melaka
736,4,403,40301,Mukim Ayer Pa Abas,Alor Gajah,Melaka
737,4,403,40302,Mukim Belimbing,Alor Gajah,Melaka
738,4,403,40303,Mukim Beringin,Alor Gajah,Melaka
739,4,403,40304,Mukim Brisu,Alor Gajah,Melaka
74,1,106,10643,Bandar Panchor,Muar,Johor
740,4,403,40305,Mukim Durian Tunggal,Alor Gajah,Melaka
741,4,403,40306,Mukim Gadek,Alor Gajah,Melaka
742,4,403,40307,Mukim Kelemak,Alor Gajah,Melaka
743,4,403,40308,Mukim Kemuning,Alor Gajah,Melaka
744,4,403,40309,Mukim Kuala Linggi,Alor Gajah,Melaka
745,4,403,40310,Mukim Kuala Sungei Baru,Alor Gajah,Melaka
746,4,403,40311,Mukim Lendu,Alor Gajah,Melaka
747,4,403,40312,Mukim Machap,Alor Gajah,Melaka
748,4,403,40313,Mukim Masjid Tanah,Alor Gajah,Melaka
749,4,403,40314,Mukim Malaka Pindah,Alor Gajah,Melaka
75,1,106,10645,Bandar Parit Jawa,Muar,Johor
750,4,403,40315,Mukim Melekek,Alor Gajah,Melaka
751,4,403,40316,Mukim Padang Sebang,Alor Gajah,Melaka
752,4,403,40317,Mukim Parit Melana,Alor Gajah,Melaka
753,4,403,40318,Mukim Pegoh,Alor Gajah,Melaka
754,4,403,40319,Mukim Pulau Sebang,Alor Gajah,Melaka
755,4,403,40320,Mukim Ramuan China Besar,Alor Gajah,Melaka
756,4,403,40321,Mukim Ramuan China Kechil,Alor Gajah,Melaka
757,4,403,40322,Mukim Rembia,Alor Gajah,Melaka
758,4,403,40323,Mukim Sungei Baru Ilir,Alor Gajah,Melaka
759,4,403,40324,Mukim Sungei Baru Ulu,Alor Gajah,Melaka
76,1,106,10670,Pekan Bukit Pasir,Muar,Johor
760,4,403,40325,Mukim Sungei Baru Tengah,Alor Gajah,Melaka
761,4,403,40326,Mukim Sungei Buloh,Alor Gajah,Melaka
762,4,403,40327,Mukim Sungei Petai,Alor Gajah,Melaka
763,4,403,40328,Mukim Sungei Siput,Alor Gajah,Melaka
764,4,403,40329,Mukim Taboh Naning,Alor Gajah,Melaka
765,4,403,40330,Mukim Tanjong Rimau,Alor Gajah,Melaka
766,4,403,40331,Mukim Tebong,Alor Gajah,Melaka
767,4,403,40340,Bandar Alor Gajah,Alor Gajah,Melaka
768,4,403,40341,Bandar Masjid Tanah,Alor Gajah,Melaka
769,4,403,40342,Bandar Pulau Sebang,Alor Gajah,Melaka
77,1,107,10701,Ayer Baloi,Pontian,Johor
770,4,403,40370,Pekan Durian Tunggal,Alor Gajah,Melaka
771,4,403,40371,Pekan Kuala Sg.Baru,Alor Gajah,Melaka
772,4,403,40372,Pekan Lobok China,Alor Gajah,Melaka
773,4,403,40373,Pekan Rembia,Alor Gajah,Melaka
774,5,501,50101,Mukim Glami Lemi,Jelebu,Negeri Sembilan
775,5,501,50102,Mukim Ulu Klawang,Jelebu,Negeri Sembilan
776,5,501,50103,Mukim Ulu Triang,Jelebu,Negeri Sembilan
777,5,501,50104,Mukim Kenaboi,Jelebu,Negeri Sembilan
778,5,501,50105,Mukim Kuala Klawang,Jelebu,Negeri Sembilan
779,5,501,50106,Mukim Peradong,Jelebu,Negeri Sembilan
78,1,107,10702,Air Masin,Pontian,Johor
780,5,501,50107,Mukim Pertang,Jelebu,Negeri Sembilan
781,5,501,50108,Mukim Triang Ilir,Jelebu,Negeri Sembilan
782,5,501,50140,Bandar Kuala Klawang,Jelebu,Negeri Sembilan
783,5,501,50170,Pekan Kuala Klawang,Jelebu,Negeri Sembilan
784,5,501,50171,Pekan Pertang,Jelebu,Negeri Sembilan
785,5,501,50172,Pekan Titi,Jelebu,Negeri Sembilan
786,5,501,50173,Pekan Simpang Durian,Jelebu,Negeri Sembilan
787,5,501,50174,Pekan Simpang Pertang,Jelebu,Negeri Sembilan
788,5,501,50175,Pekan Petaling,Jelebu,Negeri Sembilan
789,5,501,50176,Pekan Sungai Mutoh,Jelebu,Negeri Sembilan
79,1,107,10703,Api-Api,Pontian,Johor
790,5,502,50201,Mukim Ampang Tinggi,Kuala Pilah,Negeri Sembilan
791,5,502,50202,Mukim Ulu Jempol,Kuala Pilah,Negeri Sembilan
792,5,502,50203,Mukim Ulu Muar,Kuala Pilah,Negeri Sembilan
793,5,502,50204,Mukim Johol,Kuala Pilah,Negeri Sembilan
794,5,502,50205,Mukim Juasseh,Kuala Pilah,Negeri Sembilan
795,5,502,50206,Mukim Kepis,Kuala Pilah,Negeri Sembilan
796,5,502,50207,Mukim Langkap,Kuala Pilah,Negeri Sembilan
797,5,502,50208,Mukim Parit Tinggi,Kuala Pilah,Negeri Sembilan
798,5,502,50209,Mukim Pilah,Kuala Pilah,Negeri Sembilan
799,5,502,50210,Mukim Sri Menanti,Kuala Pilah,Negeri Sembilan
8,1,101,10108,Sri Gading,Batu Pahat,Johor
80,1,107,10704,Benut,Pontian,Johor
800,5,502,50211,Mukim Terachi,Kuala Pilah,Negeri Sembilan
801,5,502,50240,Bandar Kuala Pilah,Kuala Pilah,Negeri Sembilan
802,5,502,50270,Pekan Dangi,Kuala Pilah,Negeri Sembilan
803,5,502,50271,Pekan Gunung Pasir,Kuala Pilah,Negeri Sembilan
804,5,502,50272,Pekan Johol,Kuala Pilah,Negeri Sembilan
805,5,502,50273,Pekan Parit Tinggi,Kuala Pilah,Negeri Sembilan
806,5,502,50274,Pekan Senaling,Kuala Pilah,Negeri Sembilan
807,5,502,50275,Pekan Tanjong Ipoh,Kuala Pilah,Negeri Sembilan
808,5,502,50276,Pekan Juasseh,Kuala Pilah,Negeri Sembilan
809,5,502,50277,Pekan Bukit Gelugor,Kuala Pilah,Negeri Sembilan
81,1,107,10705,Jeram Batu,Pontian,Johor
810,5,502,50278,Pekan Melang,Kuala Pilah,Negeri Sembilan
811,5,502,50279,Pekan Air Mawang,Kuala Pilah,Negeri Sembilan
812,5,502,50280,Pekan Dangi Baru,Kuala Pilah,Negeri Sembilan
813,5,503,50301,Mukim Jimah,Port Dickson,Negeri Sembilan
814,5,503,50302,Mukim Linggi,Port Dickson,Negeri Sembilan
815,5,503,50303,Mukim Pasir Panjang,Port Dickson,Negeri Sembilan
816,5,503,50304,Mukim Port Dickson,Port Dickson,Negeri Sembilan
817,5,503,50305,Mukim Si Rusa,Port Dickson,Negeri Sembilan
818,5,503,50340,Bandar Port Dickson,Port Dickson,Negeri Sembilan
819,5,503,50341,Bandar Telok Kemang,Port Dickson,Negeri Sembilan
82,1,107,10706,Pengkalan Raja,Pontian,Johor
820,5,503,50370,Pekan Lukut,Port Dickson,Negeri Sembilan
821,5,503,50371,Pekan Pasir Panjang,Port Dickson,Negeri Sembilan
822,5,503,50372,Pekan Peng.Kempas,Port Dickson,Negeri Sembilan
823,5,503,50373,Pekan Chuah,Port Dickson,Negeri Sembilan
824,5,503,50374,Pekan Port Dickson,Port Dickson,Negeri Sembilan
825,5,503,50375,Pekan Telok Kemang,Port Dickson,Negeri Sembilan
826,5,503,50376,Pekan Bukit Pelandok,Port Dickson,Negeri Sembilan
827,5,503,50377,Pekan Linggi,Port Dickson,Negeri Sembilan
828,5,503,50378,Pekan Air Kuning,Port Dickson,Negeri Sembilan
829,5,503,50379,Pekan Sungai Menyala,Port Dickson,Negeri Sembilan
83,1,107,10707,Pontian,Pontian,Johor
830,5,503,50380,Pekan Bagan Pinang,Port Dickson,Negeri Sembilan
831,5,503,50381,Pekan Tanah Merah Utara,Port Dickson,Negeri Sembilan
832,5,503,50382,Pekan Tanah Merah Selatan,Port Dickson,Negeri Sembilan
833,5,503,50383,Pekan Jemima,Port Dickson,Negeri Sembilan
834,5,504,50401,Mukim Batu Hampar,Rembau,Negeri Sembilan
835,5,504,50402,Mukim Bongek,Rembau,Negeri Sembilan
836,5,504,50403,Mukim Chembong,Rembau,Negeri Sembilan
837,5,504,50404,Mukim Chengkau,Rembau,Negeri Sembilan
838,5,504,50405,Mukim Gadong,Rembau,Negeri Sembilan
839,5,504,50406,Mukim Kundor,Rembau,Negeri Sembilan
84,1,107,10708,Rimba Terjun,Pontian,Johor
840,5,504,50407,Mukim Legong Ilir,Rembau,Negeri Sembilan
841,5,504,50408,Mukim Legong Ulu,Rembau,Negeri Sembilan
842,5,504,50409,Mukim Miku,Rembau,Negeri Sembilan
843,5,504,50410,Mukim Nerasau,Rembau,Negeri Sembilan
844,5,504,50411,Mukim Pedas,Rembau,Negeri Sembilan
845,5,504,50412,Mukim Pilin,Rembau,Negeri Sembilan
846,5,504,50413,Mukim Selemak,Rembau,Negeri Sembilan
847,5,504,50414,Mukim Semerbok,Rembau,Negeri Sembilan
848,5,504,50415,Mukim Spri,Rembau,Negeri Sembilan
849,5,504,50416,Mukim Tanjong Kling,Rembau,Negeri Sembilan
85,1,107,10709,Serkat,Pontian,Johor
850,5,504,50417,Mukim Titian Bintangor,Rembau,Negeri Sembilan
851,5,504,50440,Bandar Rembau,Rembau,Negeri Sembilan
852,5,504,50470,Pekan Kampong Batu,Rembau,Negeri Sembilan
853,5,504,50471,Pekan Kota,Rembau,Negeri Sembilan
854,5,504,50472,Pekan Lubok China,Rembau,Negeri Sembilan
855,5,504,50473,Pekan Pedas,Rembau,Negeri Sembilan
856,5,504,50474,Pekan Chembong,Rembau,Negeri Sembilan
857,5,504,50475,Pekan Rembau,Rembau,Negeri Sembilan
858,5,504,50476,Pekan Chengkau,Rembau,Negeri Sembilan
859,5,504,50477,Pekan Seri Kota,Rembau,Negeri Sembilan
86,1,107,10710,Sungai Karang,Pontian,Johor
860,5,504,50478,Pekan Seri Kendong,Rembau,Negeri Sembilan
861,5,504,50479,Pekan Merbau Sembilan,Rembau,Negeri Sembilan
862,5,505,50501,Mukim Ampangan,Seremban,Negeri Sembilan
863,5,505,50502,Mukim Labu,Seremban,Negeri Sembilan
864,5,505,50503,Mukim Lenggeng,Seremban,Negeri Sembilan
865,5,505,50504,Mukim Pantai,Seremban,Negeri Sembilan
866,5,505,50505,Mukim Rantau,Seremban,Negeri Sembilan
867,5,505,50506,Mukim Rasah,Seremban,Negeri Sembilan
868,5,505,50507,Mukim Seremban,Seremban,Negeri Sembilan
869,5,505,50508,Mukim Setul,Seremban,Negeri Sembilan
87,1,107,10711,Sungei Pinggan,Pontian,Johor
870,5,505,50540,Bandar Seremban,Seremban,Negeri Sembilan
871,5,505,50541,Bandar Seremban 3,Seremban,Negeri Sembilan
872,5,505,50542,Bandar Seremban Utama,Seremban,Negeri Sembilan
873,5,505,50543,Bandar Mantin Utama,Seremban,Negeri Sembilan
874,5,505,50544,Bandar Baru Enstek,Seremban,Negeri Sembilan
875,5,505,50545,Bandar Baru Kota Sri Mas,Seremban,Negeri Sembilan
876,5,505,50546,Bandar Nilai Utama,Seremban,Negeri Sembilan
877,5,505,50547,Bandar Sri Sendayan,Seremban,Negeri Sembilan
878,5,505,50570,Pekan Broga,Seremban,Negeri Sembilan
879,5,505,50571,Pekan Ulu Beranang,Seremban,Negeri Sembilan
88,1,107,10740,Bandar Benut,Pontian,Johor
880,5,505,50572,Pekan Labu,Seremban,Negeri Sembilan
881,5,505,50573,Pekan Lenggeng,Seremban,Negeri Sembilan
882,5,505,50574,Pekan Mambau,Seremban,Negeri Sembilan
883,5,505,50575,Pekan Nilai,Seremban,Negeri Sembilan
884,5,505,50576,Pekan Mantin,Seremban,Negeri Sembilan
885,5,505,50577,Pekan Pajam,Seremban,Negeri Sembilan
886,5,505,50578,Pekan Rantau,Seremban,Negeri Sembilan
887,5,505,50579,Pekan Tiroi,Seremban,Negeri Sembilan
888,5,505,50580,Pekan Panchor,Seremban,Negeri Sembilan
889,5,505,50581,Pekan Taman Seremban,Seremban,Negeri Sembilan
89,1,107,10741,Bandar Pontian Kechil,Pontian,Johor
890,5,505,50582,Pekan Rahang Baru,Seremban,Negeri Sembilan
891,5,505,50583,Pekan Paroi,Seremban,Negeri Sembilan
892,5,505,50584,Pekan Bukit Kepayang,Seremban,Negeri Sembilan
893,5,505,50585,Pekan Dusun Setia,Seremban,Negeri Sembilan
894,5,505,50586,Pekan Sungai Gadut,Seremban,Negeri Sembilan
895,5,505,50587,Pekan Bukti,Seremban,Negeri Sembilan
896,5,505,50588,Pekan Sikamat,Seremban,Negeri Sembilan
897,5,505,50589,Pekan Shah Bandar,Seremban,Negeri Sembilan
898,5,505,50590,Pekan Setul,Seremban,Negeri Sembilan
899,5,505,50591,Pekan Ulu Temiang,Seremban,Negeri Sembilan
9,1,101,10109,Sri Medan,Batu Pahat,Johor
90,1,107,10770,Pekan Pekan Nenas,Pontian,Johor
900,5,505,50592,Pekan Paroi Jaya,Seremban,Negeri Sembilan
901,5,505,50593,Pekan Rasah Jaya,Seremban,Negeri Sembilan
902,5,505,50594,Pekan Senawang,Seremban,Negeri Sembilan
903,5,505,50595,Pekan Seremban Jaya,Seremban,Negeri Sembilan
904,5,506,50601,Mukim Ayer Kuning,Tampin,Negeri Sembilan
905,5,506,50602,Mukim Gemas,Tampin,Negeri Sembilan
906,5,506,50603,Mukim Gemencheh,Tampin,Negeri Sembilan
907,5,506,50604,Mukim Keru,Tampin,Negeri Sembilan
908,5,506,50605,Mukim Repah,Tampin,Negeri Sembilan
909,5,506,50606,Mukim Tampin Tengah,Tampin,Negeri Sembilan
91,1,108,10801,Bekok,Segamat,Johor
910,5,506,50607,Mukim Tebong,Tampin,Negeri Sembilan
911,5,506,50640,Bandar Gemas,Tampin,Negeri Sembilan
912,5,506,50641,Bandar Tampin,Tampin,Negeri Sembilan
913,5,506,50670,Pekan Ayer Kuning Selatan,Tampin,Negeri Sembilan
914,5,506,50671,Pekan Batang Melaka,Tampin,Negeri Sembilan
915,5,506,50672,Pekan Gemencheh Bahru,Tampin,Negeri Sembilan
916,5,506,50673,Pekan Repah,Tampin,Negeri Sembilan
917,5,506,50674,Pekan Tampin Tengah,Tampin,Negeri Sembilan
918,5,506,50675,Pekan Ayer Kuning,Tampin,Negeri Sembilan
919,5,506,50676,Pekan Pasir Besar,Tampin,Negeri Sembilan
92,1,108,10802,Buloh Kasap,Segamat,Johor
920,5,506,50677,Pekan Repah Permai,Tampin,Negeri Sembilan
921,5,506,50678,Pekan Repah Jaya,Tampin,Negeri Sembilan
922,5,507,50701,Mukim Jelei,Jempol,Negeri Sembilan
923,5,507,50702,Mukim Kuala Jempol,Jempol,Negeri Sembilan
924,5,507,50703,Mukim Rompin,Jempol,Negeri Sembilan
925,5,507,50704,Mukim Serting Ilir,Jempol,Negeri Sembilan
926,5,507,50705,Mukim Serting Ulu,Jempol,Negeri Sembilan
927,5,507,50740,Bandar Serting,Jempol,Negeri Sembilan
928,5,507,50741,Bandar Bahau,Jempol,Negeri Sembilan
929,5,507,50742,Bandar Seri Jempol,Jempol,Negeri Sembilan
93,1,108,10803,Chaah,Segamat,Johor
930,5,507,50770,Pekan Bahau,Jempol,Negeri Sembilan
931,5,507,50771,Pekan Batu Kikir,Jempol,Negeri Sembilan
932,5,507,50772,Pekan Kuala Jelei,Jempol,Negeri Sembilan
933,5,507,50773,Pekan Rompin,Jempol,Negeri Sembilan
934,5,507,50774,Pekan Ladang Geddes,Jempol,Negeri Sembilan
935,5,507,50775,Pekan Mahsan,Jempol,Negeri Sembilan
936,5,507,50776,Pekan Serting Tengah,Jempol,Negeri Sembilan
937,6,601,60101,Bentong,Bentong,Pahang
938,6,601,60102,Sabai,Bentong,Pahang
939,6,601,60103,Pelangai,Bentong,Pahang
94,1,108,10804,Gemas,Segamat,Johor
940,6,601,60140,Bandar Bentong,Bentong,Pahang
941,6,601,60141,Bandar Karak,Bentong,Pahang
942,6,601,60171,Pekan Telemung,Bentong,Pahang
943,6,602,60201,Hulu Telom,Cameron Highlands,Pahang
944,6,602,60202,Ringlet,Cameron Highlands,Pahang
945,6,602,60203,Tanah Rata,Cameron Highlands,Pahang
946,6,602,60240,Bandar Tanah Rata,Cameron Highlands,Pahang
947,6,602,60270,Pekan Berincang,Cameron Highlands,Pahang
948,6,602,60271,Pekan Lubuk Tamang,Cameron Highlands,Pahang
949,6,602,60272,Pekan Ringlet,Cameron Highlands,Pahang
95,1,108,10805,Gemereh,Segamat,Johor
950,6,603,60301,Burau,Jerantut,Pahang
951,6,603,60302,Hulu Cheka,Jerantut,Pahang
952,6,603,60303,Hulu Tembeling,Jerantut,Pahang
953,6,603,60304,Kelola,Jerantut,Pahang
954,6,603,60305,Kuala Tembeling,Jerantut,Pahang
955,6,603,60306,Pedah,Jerantut,Pahang
956,6,603,60307,Pulau Tawar,Jerantut,Pahang
957,6,603,60308,Tebing Tinggi,Jerantut,Pahang
958,6,603,60309,Teh,Jerantut,Pahang
959,6,603,60310,Tembeling,Jerantut,Pahang
96,1,108,10806,Jabi,Segamat,Johor
960,6,603,60340,Bandar Jerantut,Jerantut,Pahang
961,6,603,60370,Pekan Kuala Tembeling,Jerantut,Pahang
962,6,603,60371,Pekan Jeransang,Jerantut,Pahang
963,6,604,60401,Beserah,Kuantan,Pahang
964,6,604,60402,Hulu Kuantan,Kuantan,Pahang
965,6,604,60403,Hulu Lepar,Kuantan,Pahang
966,6,604,60404,Kuala Kuantan,Kuantan,Pahang
967,6,604,60405,Penor,Kuantan,Pahang
968,6,604,60406,Sungai Karang,Kuantan,Pahang
969,6,604,60440,Bandar Gambang,Kuantan,Pahang
97,1,108,10807,Jementah,Segamat,Johor
970,6,604,60441,Bandar Kuantan,Kuantan,Pahang
971,6,604,60470,Pekan Beserah,Kuantan,Pahang
972,6,604,60471,Pekan Tanjung Lumpur,Kuantan,Pahang
973,6,605,60501,Batu Yon,Lipis,Pahang
974,6,605,60502,Budu,Lipis,Pahang
975,6,605,60503,Cheka,Lipis,Pahang
976,6,605,60504,Gua,Lipis,Pahang
977,6,605,60505,Hulu Jelai,Lipis,Pahang
978,6,605,60506,Kechau,Lipis,Pahang
979,6,605,60507,Kuala Lipis,Lipis,Pahang
98,1,108,10808,Labis,Segamat,Johor
980,6,605,60508,Penjom,Lipis,Pahang
981,6,605,60509,Tanjung Besar,Lipis,Pahang
982,6,605,60510,Telang,Lipis,Pahang
983,6,605,60540,Bandar Kuala Lipis,Lipis,Pahang
984,6,605,60541,Bandar Benta,Lipis,Pahang
985,6,605,60542,Bandar Padang Tengku,Lipis,Pahang
986,6,605,60572,Padang Tengku,Lipis,Pahang
987,6,605,60573,Pekan Taman Jelai,Lipis,Pahang
988,6,605,60574,Pekan Penjom,Lipis,Pahang
989,6,605,60575,Pekan Mela,Lipis,Pahang
99,1,108,10809,Pogoh,Segamat,Johor
990,6,605,60576,Pekan Kerambit,Lipis,Pahang
991,6,605,60577,Pekan Kampung Pagar,Lipis,Pahang
992,6,605,60578,Pekan Merapuh,Lipis,Pahang
993,6,605,60579,Pekan Kechau Tui,Lipis,Pahang
994,6,606,60601,Bebar,Pekan,Pahang
995,6,606,60602,Ganchong,Pekan,Pahang
996,6,606,60603,Kuala Pahang,Pekan,Pahang
997,6,606,60604,Langgar,Pekan,Pahang
998,6,606,60605,Lepar,Pekan,Pahang
999,6,606,60606,Pahang Tua,Pekan,Pahang
